sleep_hours,screen_time,exercise_minutes,daily_pending_tasks,interruptions,fatigue_level,social_hours,coffee_cups,diet_quality,weather,mood_score,stress_level
6.75,0.83,55.13,3.00,4.00,5.24,0.89,2.00,average,rainy,10.00,1.79
7.22,8.45,34.92,2.00,2.00,6.06,0.71,3.00,average,cloudy,10.00,1.00
8.81,4.43,31.34,0.00,7.00,5.87,2.21,2.00,good,rainy,10.00,1.00
5.77,5.57,4.49,7.00,7.00,5.26,0.95,1.00,average,rainy,5.25,6.14
7.55,4.91,32.71,5.00,2.00,5.40,3.29,1.00,average,snowy,10.00,2.32
6.41,4.15,37.96,5.00,4.00,10.00,0.85,1.00,average,cloudy,10.00,4.77
7.04,3.86,6.83,1.00,4.00,3.56,2.54,0.00,poor,snowy,7.12,1.00
8.92,5.66,60.84,4.00,5.00,4.93,3.54,1.00,poor,snowy,10.00,1.83
7.29,1.97,1.02,4.00,6.00,1.43,2.07,1.00,average,sunny,6.62,2.29
7.07,6.50,3.25,2.00,6.00,4.23,0.21,1.00,average,rainy,4.46,1.07
4.96,4.17,15.43,1.00,8.00,3.20,2.40,2.00,average,snowy,7.88,1.21
8.12,2.74,17.15,4.00,4.00,3.54,1.75,1.00,poor,sunny,9.68,1.45
7.97,4.10,20.72,5.00,1.00,2.63,1.96,1.00,average,sunny,10.00,1.32
10.24,7.51,0.34,5.00,4.00,2.30,3.59,0.00,good,cloudy,6.68,1.68
6.54,3.93,64.56,2.00,6.00,5.24,2.05,2.00,average,cloudy,10.00,1.75
7.33,5.72,0.91,6.00,3.00,6.42,2.51,1.00,average,snowy,4.89,3.98
7.37,3.54,3.09,3.00,4.00,3.46,1.34,0.00,poor,sunny,5.79,1.63
9.37,6.52,0.28,4.00,1.00,0.94,1.72,0.00,poor,sunny,5.45,1.00
6.86,6.37,16.73,4.00,7.00,5.22,3.12,0.00,good,sunny,8.11,3.28
7.42,8.70,53.84,2.00,2.00,5.94,2.14,0.00,average,rainy,10.00,1.00
7.91,4.65,21.93,10.00,9.00,6.35,2.29,1.00,average,sunny,9.72,8.87
7.28,6.34,34.59,4.00,6.00,2.96,3.00,1.00,good,rainy,10.00,2.12
6.33,5.20,0.27,3.00,5.00,3.79,3.63,3.00,good,cloudy,5.29,2.19
7.29,7.59,15.62,0.00,10.00,2.78,0.84,1.00,good,snowy,5.95,1.00
8.61,3.56,12.31,2.00,7.00,3.52,1.51,1.00,average,cloudy,9.06,1.00
5.46,6.49,13.82,2.00,5.00,3.42,3.46,0.00,poor,snowy,6.31,1.00
7.20,4.61,1.50,1.00,4.00,3.98,3.99,1.00,good,sunny,6.30,1.00
5.95,4.87,23.07,4.00,11.00,4.50,1.74,1.00,good,snowy,8.17,4.92
8.79,5.18,13.99,4.00,4.00,5.23,2.27,2.00,average,snowy,8.04,1.70
4.72,5.50,28.98,2.00,3.00,3.31,2.35,1.00,good,cloudy,9.94,1.00
6.16,4.77,13.28,3.00,1.00,4.72,2.23,0.00,average,snowy,7.07,1.00
7.57,5.43,3.24,6.00,7.00,3.19,2.25,0.00,average,sunny,5.81,3.41
9.35,8.16,20.90,2.00,5.00,1.49,3.36,0.00,poor,rainy,9.80,1.00
6.90,6.97,3.78,2.00,7.00,6.08,0.20,1.00,average,sunny,4.30,1.11
6.17,6.74,41.18,4.00,5.00,3.67,1.34,1.00,poor,snowy,10.00,2.30
9.82,4.09,18.99,5.00,2.00,1.53,2.64,1.00,average,cloudy,10.00,1.00
4.83,3.22,3.42,2.00,5.00,6.12,1.50,1.00,average,sunny,5.41,2.36
3.70,6.91,65.58,2.00,9.00,4.50,2.29,1.00,average,snowy,10.00,3.77
7.66,6.75,14.61,4.00,11.00,5.91,3.09,0.00,average,cloudy,6.76,4.21
6.25,7.95,1.51,3.00,6.00,5.84,3.60,0.00,good,rainy,2.22,2.66
5.47,3.79,19.71,4.00,6.00,2.81,2.28,1.00,poor,cloudy,8.84,3.00
8.06,4.54,5.84,3.00,3.00,6.86,3.49,2.00,good,snowy,6.02,1.00
7.37,1.72,32.56,2.00,8.00,1.33,2.14,2.00,average,cloudy,10.00,1.50
6.15,4.22,34.06,5.00,3.00,4.21,1.70,1.00,good,snowy,10.00,3.11
5.08,6.99,77.21,0.00,8.00,4.07,0.46,3.00,average,cloudy,10.00,1.00
8.31,4.07,13.94,4.00,7.00,3.45,1.00,0.00,good,cloudy,9.33,3.13
7.98,6.28,12.14,3.00,6.00,7.45,2.00,0.00,average,cloudy,7.19,1.54
6.85,4.62,28.01,1.00,6.00,5.60,2.03,2.00,average,snowy,10.00,1.13
9.77,5.65,2.84,4.00,3.00,2.18,2.23,0.00,average,cloudy,6.45,1.00
5.39,2.70,15.83,4.00,7.00,2.47,3.84,0.00,good,snowy,9.21,3.25
4.71,5.17,15.80,3.00,4.00,9.31,2.75,0.00,good,sunny,7.10,2.96
5.96,0.00,1.87,0.00,4.00,4.05,2.80,2.00,average,rainy,6.44,1.00
6.93,4.63,10.83,3.00,10.00,3.41,3.83,1.00,poor,sunny,8.43,1.95
7.37,1.74,38.39,5.00,6.00,7.31,1.64,2.00,good,rainy,10.00,4.07
6.64,7.41,38.78,1.00,2.00,1.45,1.49,0.00,good,snowy,10.00,1.00
7.53,6.55,2.09,5.00,4.00,7.77,3.22,0.00,average,sunny,4.60,3.28
5.12,5.93,1.90,2.00,3.00,3.40,2.49,0.00,good,rainy,4.59,1.00
9.17,8.04,6.10,2.00,9.00,6.03,1.96,4.00,poor,rainy,6.44,1.11
6.88,3.10,41.55,2.00,6.00,4.04,1.94,0.00,good,sunny,10.00,1.00
8.68,8.49,2.76,3.00,3.00,1.85,1.83,2.00,good,sunny,4.23,1.00
7.51,6.86,25.46,5.00,7.00,5.36,1.90,1.00,average,snowy,9.44,4.55
7.69,4.53,2.13,5.00,5.00,6.90,2.00,0.00,average,rainy,5.40,3.82
7.85,7.27,19.52,2.00,7.00,0.30,1.70,1.00,average,snowy,9.27,1.00
7.67,2.79,8.80,3.00,7.00,2.69,2.56,1.00,average,snowy,8.92,1.68
7.96,3.35,31.11,0.00,2.00,7.48,2.75,0.00,good,cloudy,10.00,1.00
8.99,3.78,5.32,4.00,7.00,5.80,1.44,0.00,good,snowy,7.36,1.24
7.29,3.94,20.39,2.00,3.00,5.93,2.90,2.00,average,rainy,9.60,1.00
8.06,2.89,5.38,8.00,7.00,6.86,0.73,1.00,good,cloudy,7.79,7.32
6.87,7.45,25.01,5.00,5.00,5.94,2.50,0.00,average,snowy,8.38,4.24
9.16,4.48,41.38,4.00,8.00,5.29,2.55,1.00,good,snowy,10.00,2.01
5.99,5.71,2.71,3.00,3.00,7.23,1.92,1.00,good,rainy,4.73,1.01
9.70,3.86,40.29,3.00,7.00,4.22,2.06,0.00,good,cloudy,10.00,1.04
6.94,1.36,18.01,1.00,4.00,4.97,1.77,1.00,poor,sunny,10.00,1.00
4.85,5.54,2.72,1.00,3.00,6.65,1.49,0.00,average,sunny,3.91,1.00
7.19,1.18,11.16,3.00,3.00,3.47,2.00,1.00,average,cloudy,9.15,1.00
5.98,4.86,3.51,4.00,2.00,7.85,1.45,1.00,average,cloudy,5.89,2.28
8.26,2.26,24.10,2.00,9.00,5.58,3.14,2.00,average,cloudy,10.00,2.10
6.02,8.97,28.45,2.00,10.00,2.70,0.00,1.00,good,cloudy,9.03,2.80
6.33,6.82,2.24,4.00,7.00,4.61,1.87,0.00,average,sunny,4.57,2.93
4.17,5.21,14.11,2.00,7.00,2.23,0.10,0.00,average,snowy,6.55,2.86
6.32,7.53,33.71,3.00,4.00,5.17,0.94,0.00,average,rainy,10.00,1.53
3.36,3.31,55.03,2.00,4.00,4.24,1.42,1.00,average,sunny,10.00,2.58
4.62,6.09,14.41,1.00,5.00,3.27,3.34,1.00,average,rainy,6.93,1.28
8.14,5.40,60.03,4.00,3.00,1.44,3.15,0.00,poor,sunny,10.00,1.00
8.18,5.53,15.34,3.00,7.00,3.42,2.07,0.00,poor,cloudy,8.36,1.54
7.64,7.54,10.02,2.00,4.00,4.64,2.06,1.00,average,sunny,6.18,1.00
5.55,6.46,37.70,4.00,4.00,4.26,3.04,0.00,poor,sunny,10.00,3.22
6.93,5.58,13.58,2.00,4.00,2.16,3.13,0.00,poor,cloudy,8.39,1.00
6.99,1.69,12.77,3.00,8.00,5.04,1.43,1.00,good,snowy,7.86,2.99
5.26,3.08,13.48,0.00,5.00,3.03,2.67,1.00,good,cloudy,8.95,1.00
9.26,4.75,37.52,4.00,3.00,6.84,1.04,0.00,average,snowy,10.00,1.16
8.32,5.19,35.67,4.00,11.00,7.14,1.61,2.00,average,sunny,10.00,4.14
6.67,2.74,10.33,3.00,7.00,4.49,2.59,0.00,good,sunny,8.25,2.08
7.04,9.82,8.11,0.00,5.00,8.15,1.34,0.00,poor,rainy,3.73,1.00
7.31,8.03,13.54,0.00,6.00,4.72,1.65,1.00,average,rainy,7.35,1.00
3.94,6.20,17.01,3.00,2.00,2.40,0.34,2.00,average,sunny,7.05,2.65
6.63,5.14,5.45,2.00,1.00,7.37,2.45,0.00,good,rainy,5.36,1.00
5.98,4.58,31.59,3.00,3.00,8.23,1.12,3.00,good,snowy,10.00,1.92
5.50,3.10,13.33,2.00,5.00,6.99,1.18,1.00,average,cloudy,8.18,1.66
6.58,5.15,8.13,6.00,7.00,3.47,3.36,0.00,average,sunny,7.98,4.97
9.70,5.52,2.26,4.00,3.00,2.53,1.31,2.00,average,sunny,6.56,1.00
7.96,2.52,5.46,3.00,4.00,4.30,2.75,2.00,good,rainy,8.01,2.06
6.14,5.67,59.63,4.00,2.00,9.95,3.10,2.00,good,sunny,10.00,3.27
7.86,4.69,7.28,6.00,5.00,2.65,2.92,1.00,average,sunny,7.40,3.61
9.10,1.18,3.70,3.00,2.00,6.64,1.75,1.00,good,snowy,8.75,1.00
8.39,3.28,12.35,0.00,5.00,4.81,1.57,0.00,poor,snowy,8.28,1.00
7.09,4.17,7.34,0.00,7.00,6.89,1.09,2.00,average,cloudy,5.19,1.00
6.03,8.78,0.72,7.00,3.00,2.48,0.24,0.00,poor,sunny,3.31,4.74
8.05,6.11,7.81,5.00,6.00,4.50,2.77,1.00,poor,rainy,7.17,3.68
7.59,2.33,15.71,2.00,3.00,3.20,2.68,1.00,average,cloudy,10.00,1.00
8.34,5.97,16.05,6.00,10.00,3.32,2.48,1.00,good,rainy,8.86,5.57
7.95,1.91,8.82,6.00,5.00,6.47,0.00,2.00,average,sunny,8.32,4.19
8.57,7.17,11.86,2.00,3.00,2.76,1.82,0.00,average,rainy,7.38,1.00
6.20,4.06,67.35,4.00,7.00,5.58,2.63,0.00,poor,rainy,10.00,3.68
8.98,4.81,9.48,2.00,3.00,5.11,3.29,0.00,average,cloudy,8.09,1.00
7.30,7.65,5.97,1.00,5.00,3.09,2.30,1.00,average,sunny,4.39,1.00
10.11,2.43,5.58,5.00,4.00,3.52,2.19,0.00,average,cloudy,8.82,1.43
5.97,2.21,12.24,7.00,7.00,5.67,1.32,2.00,average,sunny,7.22,6.54
9.60,3.83,28.50,0.00,4.00,4.95,2.38,0.00,average,snowy,10.00,1.00
7.30,7.08,4.61,2.00,4.00,5.08,1.76,3.00,average,cloudy,4.69,1.00
6.02,1.96,24.71,0.00,3.00,4.53,1.27,1.00,average,sunny,10.00,1.00
6.27,0.00,0.43,4.00,6.00,4.41,0.84,1.00,poor,snowy,6.92,3.10
6.52,4.10,10.86,5.00,10.00,4.96,1.05,1.00,average,snowy,7.49,5.76
7.64,6.10,29.91,2.00,3.00,7.88,2.32,0.00,average,snowy,10.00,1.00
7.78,7.40,8.27,1.00,5.00,6.06,0.61,3.00,good,cloudy,5.92,1.00
6.14,4.07,16.59,3.00,4.00,4.74,1.71,1.00,good,snowy,7.56,1.69
6.96,4.18,4.59,2.00,5.00,2.84,3.31,2.00,good,sunny,6.34,1.64
10.21,7.31,27.10,3.00,2.00,4.16,0.57,0.00,average,cloudy,10.00,1.00
9.59,1.26,1.07,3.00,3.00,3.16,2.45,1.00,average,rainy,8.00,1.00
7.65,4.22,38.28,5.00,4.00,3.41,2.55,0.00,good,snowy,10.00,2.88
7.06,5.38,4.42,4.00,6.00,1.26,1.71,1.00,average,cloudy,7.11,2.22
7.18,5.90,41.49,2.00,7.00,4.98,2.62,1.00,poor,rainy,10.00,1.33
7.92,3.98,8.69,7.00,4.00,9.14,1.81,1.00,good,cloudy,7.03,5.58
5.47,5.07,25.65,3.00,7.00,5.39,2.80,2.00,poor,snowy,9.47,3.68
6.61,0.02,7.69,3.00,4.00,6.45,0.93,0.00,poor,snowy,8.81,1.00
4.50,3.68,47.27,0.00,5.00,6.92,3.89,0.00,good,rainy,10.00,1.00
7.60,5.91,2.71,6.00,6.00,4.43,3.44,0.00,good,sunny,6.32,4.31
7.97,3.04,3.93,3.00,9.00,4.56,0.00,0.00,good,snowy,7.24,1.56
6.28,5.12,13.59,0.00,3.00,2.21,3.17,2.00,average,rainy,8.05,1.00
9.36,5.89,1.71,6.00,9.00,5.39,1.42,0.00,good,snowy,5.47,4.60
5.16,4.31,4.36,3.00,6.00,5.11,3.43,0.00,good,sunny,4.88,2.18
4.80,5.34,57.56,6.00,2.00,3.29,3.01,2.00,good,rainy,10.00,5.96
7.34,3.07,75.01,1.00,9.00,7.30,0.91,1.00,good,sunny,10.00,1.00
8.57,4.59,9.44,5.00,4.00,3.45,2.58,0.00,average,snowy,7.84,2.03
9.53,6.22,51.35,4.00,5.00,10.00,1.30,0.00,poor,rainy,10.00,1.88
6.31,5.31,15.74,4.00,5.00,5.81,2.54,1.00,good,cloudy,7.39,2.28
8.62,3.83,6.29,4.00,4.00,4.96,2.05,0.00,average,sunny,7.83,1.55
6.94,5.45,24.24,1.00,3.00,8.88,1.27,0.00,average,snowy,8.26,1.00
6.74,6.43,21.51,1.00,5.00,0.43,0.66,0.00,good,snowy,8.71,1.00
8.33,0.90,90.43,9.00,4.00,4.43,2.23,1.00,average,sunny,10.00,6.72
7.98,7.32,6.16,6.00,3.00,4.13,2.46,1.00,average,rainy,6.07,3.64
4.64,4.33,22.30,4.00,5.00,4.64,1.84,0.00,average,cloudy,8.24,4.27
9.21,5.85,1.07,2.00,6.00,5.45,1.23,0.00,poor,snowy,5.99,1.00
9.07,7.39,2.41,3.00,9.00,4.58,1.52,0.00,average,sunny,4.30,1.00
6.06,2.26,0.08,4.00,3.00,7.80,0.90,0.00,good,sunny,5.00,1.94
7.59,3.58,150.50,4.00,5.00,5.87,2.74,0.00,average,cloudy,10.00,2.25
7.74,4.42,32.42,2.00,7.00,5.97,0.00,3.00,poor,cloudy,10.00,1.00
7.39,3.43,30.90,1.00,5.00,5.92,2.95,1.00,good,snowy,10.00,1.00
6.17,8.47,14.26,4.00,2.00,2.42,1.92,3.00,average,cloudy,6.17,2.33
5.99,3.29,7.14,1.00,5.00,5.40,2.52,0.00,average,sunny,6.01,1.00
6.96,3.89,3.28,4.00,7.00,5.47,2.62,0.00,good,rainy,5.80,2.92
8.76,5.41,6.70,5.00,8.00,2.75,2.12,0.00,average,rainy,7.47,3.33
7.82,2.60,9.43,2.00,2.00,6.77,1.61,0.00,good,sunny,7.65,1.00
6.44,4.21,28.24,4.00,3.00,0.93,3.11,0.00,good,sunny,10.00,1.82
8.16,5.63,15.52,2.00,6.00,10.00,0.28,0.00,good,sunny,6.84,1.00
2.73,4.33,1.61,3.00,3.00,4.92,3.30,1.00,average,snowy,3.72,3.22
8.72,4.81,0.36,4.00,6.00,3.29,0.88,1.00,average,sunny,5.72,2.80
4.39,3.94,2.16,4.00,10.00,6.24,1.67,0.00,average,cloudy,4.22,5.47
6.46,1.97,10.57,3.00,2.00,6.25,3.43,1.00,good,sunny,7.68,1.18
5.32,5.64,54.12,5.00,6.00,9.09,4.23,0.00,good,sunny,10.00,5.80
5.06,8.51,20.29,3.00,5.00,8.56,2.18,1.00,good,snowy,5.60,2.61
8.74,5.04,32.37,2.00,3.00,2.34,0.65,0.00,average,sunny,10.00,1.00
6.30,5.45,12.56,1.00,4.00,4.46,2.85,1.00,average,cloudy,6.62,1.00
7.52,6.39,8.98,4.00,5.00,3.18,1.96,1.00,average,cloudy,7.02,2.71
6.93,2.46,2.29,2.00,5.00,6.48,0.94,0.00,poor,cloudy,6.71,1.00
7.72,8.41,41.74,4.00,9.00,7.83,2.22,1.00,good,sunny,10.00,3.56
7.12,5.40,30.57,5.00,6.00,2.37,0.69,1.00,average,snowy,10.00,3.46
5.08,8.26,3.68,0.00,4.00,4.87,2.20,1.00,average,snowy,3.00,1.00
8.49,3.53,14.36,2.00,3.00,3.74,1.08,2.00,good,snowy,9.77,1.00
6.26,8.64,13.36,2.00,4.00,6.69,0.03,0.00,poor,cloudy,5.85,1.00
4.67,6.55,19.62,2.00,2.00,5.82,0.34,3.00,good,snowy,6.78,1.67
6.36,6.11,58.44,1.00,5.00,7.35,1.39,1.00,poor,sunny,10.00,1.00
9.25,5.47,17.34,2.00,4.00,4.16,2.50,1.00,good,sunny,9.48,1.00
8.28,4.50,15.54,2.00,2.00,4.77,3.25,1.00,average,rainy,9.03,1.00
6.48,7.40,1.03,7.00,5.00,5.79,3.43,1.00,poor,cloudy,3.51,5.52
6.48,5.28,1.30,2.00,11.00,4.46,0.49,4.00,average,rainy,5.05,3.55
6.52,1.07,4.15,3.00,4.00,5.60,1.78,0.00,good,rainy,7.59,1.03
10.12,2.77,0.66,1.00,6.00,7.54,1.39,2.00,average,cloudy,6.36,1.00
7.57,4.63,27.20,4.00,2.00,9.27,1.89,1.00,average,cloudy,10.00,2.45
7.65,5.62,25.70,2.00,4.00,4.02,3.41,0.00,good,rainy,9.62,1.00
8.55,4.89,2.92,3.00,9.00,9.30,2.16,2.00,average,sunny,4.93,2.19
7.36,7.44,36.17,5.00,2.00,4.00,2.87,1.00,good,rainy,10.00,2.49
6.61,1.10,3.36,3.00,5.00,6.74,4.21,0.00,average,cloudy,8.13,1.26
6.71,5.29,7.17,3.00,4.00,4.01,0.44,2.00,average,sunny,5.88,1.48
6.89,1.36,5.73,3.00,5.00,2.94,1.53,3.00,average,rainy,7.44,1.94
6.94,6.52,9.31,4.00,3.00,7.45,2.57,0.00,average,rainy,5.90,1.70
8.09,4.81,5.88,6.00,4.00,4.90,2.27,0.00,poor,rainy,6.56,3.92
7.08,5.84,13.43,5.00,5.00,7.57,3.05,2.00,average,cloudy,7.18,4.50
8.10,3.27,10.46,1.00,7.00,6.50,1.62,1.00,average,rainy,7.88,1.00
6.88,7.56,86.20,4.00,6.00,5.82,2.21,0.00,average,cloudy,10.00,3.06
7.12,7.08,1.15,1.00,5.00,6.10,1.24,1.00,average,sunny,5.09,1.00
4.00,6.17,3.07,3.00,7.00,7.18,3.06,0.00,average,snowy,1.99,4.43
8.37,4.74,1.09,4.00,5.00,6.85,2.04,1.00,average,sunny,6.37,2.08
7.52,6.16,19.66,4.00,9.00,4.19,3.40,0.00,good,rainy,9.30,2.79
8.50,3.59,1.12,5.00,5.00,5.85,3.41,2.00,average,cloudy,6.01,3.22
2.66,6.71,36.21,3.00,5.00,8.00,0.72,0.00,average,rainy,9.83,4.29
10.13,8.30,14.35,1.00,8.00,5.09,3.56,0.00,average,sunny,6.89,1.00
6.79,7.14,14.97,1.00,4.00,4.01,2.93,1.00,good,snowy,7.61,1.00
8.66,3.54,16.49,4.00,2.00,3.76,1.84,1.00,poor,snowy,8.76,1.13
5.44,5.72,3.75,5.00,5.00,6.70,2.84,1.00,average,cloudy,3.90,4.54
7.92,2.41,4.41,2.00,3.00,4.52,1.49,0.00,good,sunny,6.81,1.00
5.42,6.14,7.68,4.00,2.00,5.72,3.36,3.00,average,sunny,4.91,2.57
6.06,5.90,18.00,6.00,5.00,4.42,2.10,1.00,average,cloudy,7.87,5.54
9.87,1.26,4.72,3.00,8.00,7.35,2.89,0.00,good,cloudy,7.85,1.22
6.71,2.68,2.47,3.00,3.00,5.30,1.37,0.00,poor,cloudy,5.22,1.57
7.33,4.43,70.21,3.00,4.00,7.86,2.28,1.00,average,rainy,10.00,1.00
8.31,4.40,0.44,2.00,11.00,7.78,2.89,5.00,average,rainy,5.39,2.17
7.74,2.58,32.46,4.00,4.00,4.82,2.31,0.00,poor,cloudy,10.00,1.59
7.23,5.78,31.03,2.00,7.00,7.67,2.56,2.00,average,cloudy,10.00,2.33
7.55,5.50,7.05,1.00,1.00,4.32,1.24,3.00,average,snowy,6.87,1.00
10.61,4.61,2.92,2.00,3.00,5.53,2.30,1.00,poor,snowy,7.03,1.00
6.91,3.49,3.15,2.00,2.00,3.44,1.25,0.00,average,rainy,6.97,1.00
7.30,7.10,23.91,4.00,6.00,6.19,1.98,2.00,good,snowy,8.20,3.16
8.58,8.31,20.59,4.00,3.00,5.60,1.51,1.00,good,cloudy,7.53,1.64
8.66,4.03,30.53,3.00,5.00,6.03,1.80,2.00,average,sunny,10.00,1.53
8.78,3.78,55.45,4.00,8.00,2.28,0.25,0.00,poor,cloudy,10.00,1.60
7.96,5.98,23.55,4.00,8.00,1.02,2.03,1.00,average,snowy,10.00,2.70
5.29,4.28,3.39,1.00,2.00,2.73,1.89,0.00,average,rainy,5.26,1.00
9.45,4.72,5.58,5.00,6.00,6.00,0.48,1.00,good,cloudy,6.33,3.19
5.28,6.48,36.93,4.00,7.00,6.35,2.34,1.00,good,cloudy,10.00,4.04
7.45,1.18,4.70,1.00,3.00,7.26,2.83,1.00,average,snowy,7.97,1.00
5.87,7.64,1.51,5.00,4.00,4.19,2.32,2.00,poor,sunny,3.66,4.15
6.90,5.15,24.30,4.00,8.00,5.42,2.79,1.00,good,cloudy,10.00,3.41
7.49,4.18,10.30,1.00,6.00,3.60,1.47,3.00,good,rainy,8.03,1.00
7.48,4.82,50.52,2.00,5.00,7.73,1.79,0.00,average,rainy,10.00,1.00
7.63,4.92,21.01,4.00,2.00,3.58,2.07,0.00,average,sunny,9.58,2.16
9.42,1.54,1.90,2.00,6.00,7.36,2.15,0.00,average,snowy,7.34,1.00
7.68,7.99,59.08,6.00,5.00,4.50,0.00,2.00,good,sunny,10.00,5.06
6.63,5.08,5.98,4.00,8.00,8.15,1.08,0.00,poor,rainy,5.86,3.33
8.45,5.89,8.23,6.00,3.00,5.37,3.00,0.00,good,cloudy,6.29,4.02
8.78,6.90,10.29,4.00,5.00,5.32,1.22,0.00,poor,rainy,5.99,1.00
5.16,2.96,1.05,4.00,4.00,3.49,1.75,1.00,good,sunny,5.91,2.97
7.90,5.95,13.72,2.00,7.00,9.33,1.95,3.00,average,rainy,6.47,2.32
8.05,4.46,2.63,1.00,9.00,6.98,0.66,1.00,average,snowy,6.82,1.00
6.55,6.69,10.25,3.00,6.00,6.02,3.58,0.00,poor,sunny,6.42,1.42
9.06,0.75,8.64,2.00,13.00,5.48,1.97,0.00,average,rainy,8.94,2.39
6.77,4.80,29.64,4.00,3.00,3.68,1.14,3.00,average,cloudy,10.00,2.55
7.19,3.79,32.51,5.00,7.00,6.35,2.65,0.00,average,cloudy,10.00,3.85
6.74,5.86,3.33,0.00,5.00,4.87,1.70,4.00,average,sunny,5.41,1.00
7.02,5.94,9.13,5.00,6.00,5.12,2.06,0.00,poor,cloudy,6.25,3.92
5.36,3.58,9.35,3.00,11.00,6.78,3.41,0.00,average,sunny,6.79,4.14
4.84,3.58,3.28,3.00,7.00,5.57,1.46,2.00,average,cloudy,4.16,3.62
9.39,4.78,32.03,5.00,4.00,5.04,3.14,2.00,average,rainy,10.00,1.52
5.73,3.21,24.57,0.00,8.00,7.87,1.66,0.00,average,cloudy,7.83,1.00
5.51,6.68,4.22,3.00,6.00,3.36,2.07,0.00,average,rainy,4.49,2.53
3.77,4.26,9.14,1.00,4.00,1.69,2.30,0.00,average,sunny,5.71,1.35
6.04,0.00,2.24,2.00,4.00,3.41,1.66,0.00,poor,cloudy,7.10,1.00
5.02,4.25,19.79,3.00,7.00,5.30,0.98,0.00,poor,snowy,8.25,3.75
9.46,2.92,2.59,1.00,8.00,6.39,2.45,0.00,poor,snowy,6.55,1.00
8.51,1.74,85.28,1.00,3.00,3.51,3.12,2.00,average,snowy,10.00,1.00
5.97,2.53,30.34,4.00,8.00,10.00,2.63,4.00,average,cloudy,10.00,4.71
10.38,5.22,9.89,5.00,6.00,5.36,2.60,2.00,average,rainy,9.20,1.97
8.47,7.66,17.28,5.00,8.00,5.30,1.54,0.00,good,sunny,7.41,3.91
6.51,5.63,48.46,2.00,3.00,2.42,2.69,1.00,average,cloudy,10.00,1.00
3.25,3.79,16.15,2.00,3.00,2.11,2.36,0.00,average,sunny,8.59,1.10
10.44,5.91,3.84,3.00,7.00,1.43,2.86,1.00,poor,sunny,6.50,1.00
4.92,4.08,9.52,5.00,6.00,7.74,2.10,3.00,good,cloudy,5.67,5.58
4.53,3.61,37.05,6.00,6.00,7.42,2.60,1.00,average,rainy,10.00,6.86
8.53,2.69,20.67,3.00,4.00,5.00,1.52,1.00,good,snowy,10.00,1.00
10.66,1.50,21.04,1.00,3.00,2.57,2.70,1.00,good,sunny,10.00,1.00
9.08,4.22,40.32,2.00,7.00,4.44,0.74,2.00,good,sunny,10.00,1.00
7.85,5.32,44.88,2.00,7.00,7.84,1.67,1.00,good,cloudy,10.00,1.00
7.89,4.81,50.46,2.00,7.00,3.99,1.30,2.00,average,sunny,10.00,1.00
8.28,4.17,1.99,2.00,5.00,3.20,5.51,1.00,average,cloudy,6.34,1.00
8.14,3.11,15.71,2.00,4.00,4.24,2.65,1.00,good,sunny,9.95,1.00
7.42,6.22,26.98,3.00,4.00,4.41,0.92,0.00,good,rainy,10.00,1.07
7.16,2.37,28.29,4.00,7.00,6.48,0.63,4.00,average,rainy,10.00,3.88
6.91,6.55,18.66,3.00,5.00,0.59,0.25,0.00,average,snowy,8.84,1.00
5.87,3.00,3.65,2.00,4.00,5.34,0.86,1.00,good,snowy,5.32,1.00
6.58,3.50,31.93,2.00,3.00,3.61,1.15,3.00,average,rainy,10.00,1.00
4.46,2.07,25.47,5.00,3.00,3.93,1.02,2.00,poor,snowy,10.00,3.69
6.85,4.00,1.80,3.00,3.00,6.51,1.53,1.00,average,snowy,5.56,1.53
5.52,6.95,12.47,2.00,6.00,2.40,2.83,1.00,poor,snowy,5.60,1.12
5.34,6.03,3.82,1.00,5.00,5.36,1.80,0.00,average,rainy,5.28,1.00
7.27,6.96,8.23,5.00,5.00,5.96,2.71,1.00,good,snowy,5.16,3.58
9.09,6.04,0.36,2.00,4.00,6.16,0.93,0.00,average,cloudy,5.21,1.00
8.38,2.79,10.23,2.00,8.00,6.41,1.62,2.00,good,snowy,8.68,1.68
4.64,4.34,15.96,5.00,7.00,6.14,1.06,3.00,good,cloudy,7.71,5.81
5.52,3.44,19.33,2.00,4.00,6.44,2.44,0.00,good,snowy,7.78,1.46
8.41,7.66,21.78,3.00,3.00,3.24,1.82,0.00,good,cloudy,8.96,1.00
5.53,2.61,36.19,0.00,4.00,7.73,3.77,0.00,average,snowy,10.00,1.00
6.66,6.79,4.85,0.00,7.00,2.63,1.33,0.00,average,cloudy,6.04,1.00
7.83,6.79,2.57,1.00,9.00,5.74,0.96,1.00,good,snowy,4.90,1.00
5.55,8.66,38.15,4.00,8.00,3.64,2.30,3.00,average,cloudy,10.00,4.14
7.16,4.18,3.41,6.00,3.00,1.56,1.82,0.00,average,rainy,7.00,3.95
5.00,6.42,73.59,3.00,5.00,3.86,2.50,1.00,average,sunny,10.00,2.05
6.10,9.56,36.97,1.00,6.00,4.76,1.94,2.00,average,sunny,9.82,1.00
7.48,3.76,13.90,0.00,7.00,7.77,1.86,0.00,good,rainy,8.67,1.00
4.61,1.93,79.71,0.00,6.00,8.64,1.33,1.00,average,rainy,10.00,1.00
